word,global_frequency,document_frequency,idf_score
chiasmus,3,1,5.905362
rulers,3,3,4.806750
troops,3,2,5.212215
assistants,3,3,4.806750
decisive,3,2,5.212215
declined,3,1,5.905362
adultery,3,3,4.806750
rhetorical,3,3,4.806750
didactic,3,2,5.212215
arrangement,3,2,5.212215
ails,3,2,5.212215
karunā,3,1,5.905362
lifelong,3,2,5.212215
immersing,3,2,5.212215
nyānamoli,3,1,5.905362
lemon,3,1,5.905362
narrator,3,3,4.806750
tethered,3,2,5.212215
reiteration,3,2,5.212215
unsettling,3,3,4.806750
psychiatric,3,3,4.806750
derealization,3,1,5.905362
authors,3,2,5.212215
bhavatanha,3,1,5.905362
researchers,3,2,5.212215
rehearsal,3,3,4.806750
instigate,3,3,4.806750
hiccup,3,3,4.806750
dart,3,3,4.806750
exclusive,3,3,4.806750
rolls,3,3,4.806750
ballast,3,3,4.806750
contentedly,3,2,5.212215
nurtured,3,3,4.806750
greatness,3,2,5.212215
poles,3,2,5.212215
feeble,3,2,5.212215
shave,3,3,4.806750
realizations,3,2,5.212215
stman,3,3,4.806750
lineages,3,2,5.212215
unheard,3,3,4.806750
definitive,3,3,4.806750
overlaying,3,2,5.212215
texting,3,3,4.806750
ism,3,3,4.806750
circuit,3,3,4.806750
heavily,3,3,4.806750
offensive,3,3,4.806750
strung,3,3,4.806750
indicated,3,3,4.806750
accidentally,3,3,4.806750
bandwagon,3,3,4.806750
latching,3,3,4.806750
clara,3,3,4.806750
streaming,3,3,4.806750
pati,3,2,5.212215
urine,3,3,4.806750
repelled,3,3,4.806750
gardening,3,3,4.806750
spare,3,3,4.806750
offend,3,3,4.806750
condone,3,3,4.806750
pursuits,3,2,5.212215
implying,3,3,4.806750
echoing,3,3,4.806750
crux,3,2,5.212215
volunteered,3,3,4.806750
glued,3,3,4.806750
approving,3,3,4.806750
thaw,3,3,4.806750
linguistic,3,3,4.806750
escaping,3,3,4.806750
counterintuitive,3,3,4.806750
anava,3,1,5.905362
stiff,3,3,4.806750
boyfriend,3,3,4.806750
pronoun,3,2,5.212215
infectious,3,2,5.212215
morrison,3,2,5.212215
dreadful,3,3,4.806750
morocco,3,1,5.905362
generalize,3,3,4.806750
buckling,3,3,4.806750
familiarizing,3,3,4.806750
syllable,3,3,4.806750
wispy,3,3,4.806750
mammals,3,3,4.806750
ayoniso,3,1,5.905362
prosperous,3,2,5.212215
gandhāran,3,1,5.905362
maṇikā,3,1,5.905362
despise,3,3,4.806750
luxurious,3,2,5.212215
jewelry,3,2,5.212215
wing,3,2,5.212215
charnel,3,2,5.212215
prisoner,3,2,5.212215
bandits,3,2,5.212215
colorful,3,3,4.806750
subsiding,3,2,5.212215
cities,3,2,5.212215
standpoint,3,3,4.806750
establishments,3,3,4.806750
eric,3,2,5.212215
dualities,3,1,5.905362
conceptualize,3,1,5.905362
advance,3,3,4.806750
oakland,3,2,5.212215
anecdotes,3,2,5.212215
sparked,3,2,5.212215
sentiment,3,3,4.806750
unshakeable,3,1,5.905362
ex,3,1,5.905362
rick,3,2,5.212215
chip,3,2,5.212215
karaoke,3,1,5.905362
juicy,3,3,4.806750
athlete,3,3,4.806750
inappropriate,3,3,4.806750
instagram,3,2,5.212215
appreciates,3,2,5.212215
decoupled,3,1,5.905362
snack,3,2,5.212215
nut,3,1,5.905362
renunciate,3,2,5.212215
lament,3,2,5.212215
blanche,3,1,5.905362
apologized,3,3,4.806750
wince,3,1,5.905362
incorporate,3,3,4.806750
kurt,3,2,5.212215
racking,3,2,5.212215
exertion,3,2,5.212215
conveying,3,3,4.806750
spills,3,3,4.806750
committee,3,2,5.212215
ripen,3,3,4.806750
prefers,3,1,5.905362
blast,3,2,5.212215
warts,3,3,4.806750
weakest,3,2,5.212215
persuade,3,3,4.806750
misogyny,3,2,5.212215
containing,3,3,4.806750
haunted,3,2,5.212215
perish,3,1,5.905362
utterance,3,1,5.905362
acquaintance,3,3,4.806750
truthfully,3,3,4.806750
rolled,3,3,4.806750
unknowing,3,3,4.806750
hides,3,1,5.905362
twists,3,3,4.806750
reasonably,3,3,4.806750
merging,3,3,4.806750
luang,3,3,4.806750
por,3,3,4.806750
sumedho,3,2,5.212215
array,3,2,5.212215
peta,3,1,5.905362
parched,3,2,5.212215
mansion,3,1,5.905362
mouths,3,2,5.212215
depiction,3,3,4.806750
bites,3,3,4.806750
nirvāṇa,3,3,4.806750
sciences,3,3,4.806750
analyzes,3,3,4.806750
bargain,3,3,4.806750
imposed,3,1,5.905362
flatness,3,2,5.212215
ineffective,3,3,4.806750
monitor,3,3,4.806750
distressing,3,3,4.806750
sweeter,3,2,5.212215
dissipate,3,3,4.806750
monster,3,3,4.806750
claimed,3,3,4.806750
cavern,3,2,5.212215
petted,3,2,5.212215
pierce,3,2,5.212215
parachute,3,1,5.905362
feeler,3,2,5.212215
sensor,3,2,5.212215
recourse,3,3,4.806750
unobstructed,3,2,5.212215
domanassa,3,1,5.905362
somanassa,3,1,5.905362
deflated,3,3,4.806750
opted,3,2,5.212215
scare,3,3,4.806750
trampling,3,2,5.212215
crops,3,2,5.212215
horns,3,2,5.212215
footed,3,1,5.905362
tear,3,3,4.806750
leaped,3,1,5.905362
stoplight,3,2,5.212215
vegetarian,3,1,5.905362
refuse,3,3,4.806750
insists,3,3,4.806750
angles,3,3,4.806750
saṅkhittena,3,1,5.905362
crystal,3,3,4.806750
frames,3,3,4.806750
cognized,3,1,5.905362
tugs,3,2,5.212215
crowdsourced,3,2,5.212215
conceals,3,2,5.212215
utopia,3,2,5.212215
glimpses,3,3,4.806750
cowardice,3,2,5.212215
warrants,3,3,4.806750
signifying,3,3,4.806750
inconsequential,3,3,4.806750
bonfire,3,3,4.806750
indulgences,3,1,5.905362
retired,3,3,4.806750
daylight,3,3,4.806750
tandem,3,3,4.806750
barks,3,1,5.905362
borrowing,3,3,4.806750
biofeedback,3,3,4.806750
mattress,3,3,4.806750
healthiness,3,3,4.806750
disposition,3,3,4.806750
betraying,3,3,4.806750
twin,3,3,4.806750
diluted,3,2,5.212215
rogers,3,3,4.806750
uneven,3,1,5.905362
tulku,3,1,5.905362
incarnate,3,3,4.806750
riddled,3,3,4.806750
assist,3,3,4.806750
superego,3,1,5.905362
mightily,3,2,5.212215
aronson,3,1,5.905362
id,3,3,4.806750
compliment,3,3,4.806750
mahatma,3,3,4.806750
impulsively,3,3,4.806750
orleans,3,2,5.212215
vaster,3,2,5.212215
earthy,3,3,4.806750
ineffable,3,3,4.806750
turbulence,3,3,4.806750
unpredictability,3,3,4.806750
insecurity,3,3,4.806750
unknowable,3,3,4.806750
separateness,3,2,5.212215
prosperity,3,3,4.806750
cary,3,1,5.905362
pad,3,3,4.806750
grad,3,3,4.806750
cheerfully,3,2,5.212215
motivator,3,3,4.806750
contrasted,3,3,4.806750
leftover,3,3,4.806750
characterizes,3,3,4.806750
bodied,3,2,5.212215
slapping,3,2,5.212215
anticipating,3,3,4.806750
karaniya,3,1,5.905362
paritta,3,1,5.905362
magically,3,3,4.806750
incompatible,3,3,4.806750
affirmed,3,3,4.806750
harmonizing,3,3,4.806750
ankles,3,3,4.806750
volley,3,1,5.905362
loudest,3,2,5.212215
conduit,3,3,4.806750
surprises,3,2,5.212215
reified,3,3,4.806750
individualism,3,3,4.806750
lawfulness,3,2,5.212215
buddham,3,1,5.905362
saranam,3,1,5.905362
mala,3,1,5.905362
introverted,3,3,4.806750
mug,3,1,5.905362
uncontrollability,3,3,4.806750
excessively,3,3,4.806750
indication,3,3,4.806750
afterward,3,3,4.806750
evenly,3,3,4.806750
dispensation,3,2,5.212215
jain,3,1,5.905362
setup,3,3,4.806750
tentative,3,3,4.806750
flicker,3,3,4.806750
compulsions,3,3,4.806750
weaker,3,3,4.806750
bachelor,3,3,4.806750
陈颖,3,3,4.806750
pervasiveness,3,3,4.806750
inflict,3,3,4.806750
knocks,3,3,4.806750
coastal,3,3,4.806750
shelf,3,3,4.806750
ebbing,3,1,5.905362
hirschfield,3,1,5.905362
haydarpaşa,3,1,5.905362
predetermined,3,3,4.806750
cacophony,3,1,5.905362
niggling,3,2,5.212215
darkest,3,3,4.806750
lapsing,3,1,5.905362
obscurity,3,1,5.905362
ensuring,3,3,4.806750
apprehension,3,1,5.905362
vindictiveness,3,1,5.905362
nephew,3,3,4.806750
pacing,3,3,4.806750
masquerades,3,2,5.212215
compromised,3,3,4.806750
primitive,3,3,4.806750
corridors,3,1,5.905362
labyrinths,3,1,5.905362
abyss,3,2,5.212215
currency,3,2,5.212215
ryōkan,3,1,5.905362
wrongly,3,2,5.212215
willpower,3,3,4.806750
interests,3,3,4.806750
normalized,3,2,5.212215
peeling,3,2,5.212215
beets,3,1,5.905362
digital,3,2,5.212215
arahat,3,1,5.905362
transmigrated,3,2,5.212215
commented,3,3,4.806750
vibrations,3,2,5.212215
persisting,3,3,4.806750
sesshin,3,1,5.905362
fooled,3,3,4.806750
warp,3,2,5.212215
locks,3,3,4.806750
mcdonald,3,3,4.806750
unwind,3,3,4.806750
viparinama,3,1,5.905362
sankhara,3,1,5.905362
disasters,3,3,4.806750
seamless,3,2,5.212215
snowstorm,3,2,5.212215
reactively,3,3,4.806750
undertaking,3,2,5.212215
twigs,3,3,4.806750
eon,3,1,5.905362
varieties,3,3,4.806750
horn,3,1,5.905362
interview,3,3,4.806750
clubs,3,1,5.905362
mozart,3,1,5.905362
spear,3,1,5.905362
harmfulness,3,2,5.212215
abused,3,2,5.212215
withhold,3,2,5.212215
withholding,3,3,4.806750
ardency,3,2,5.212215
analyzed,3,3,4.806750
exerting,3,3,4.806750
aggravate,3,1,5.905362
fortress,3,2,5.212215
mannequin,3,1,5.905362
recipe,3,3,4.806750
kālāma,3,2,5.212215
khon,3,1,5.905362
indifferent,3,3,4.806750
precarious,3,2,5.212215
lingo,3,3,4.806750
meditates,3,2,5.212215
hikes,3,3,4.806750
suitcase,3,3,4.806750
excuses,3,2,5.212215
defeat,3,3,4.806750
converge,3,3,4.806750
glorified,3,3,4.806750
exploits,3,3,4.806750
obeyed,3,2,5.212215
decay,3,2,5.212215
tumble,3,2,5.212215
limb,3,2,5.212215
bend,3,3,4.806750
conduce,3,2,5.212215
elevate,3,3,4.806750
routinely,3,3,4.806750
discomforts,3,3,4.806750
stratman,3,2,5.212215
feit,3,1,5.905362
nervousness,3,3,4.806750
bhagavato,3,2,5.212215
arahato,3,2,5.212215
sammāsambuddhassa,3,2,5.212215
laziness,3,3,4.806750
relies,3,3,4.806750
subtractive,3,1,5.905362
courtroom,3,2,5.212215
magazine,3,3,4.806750
structures,3,3,4.806750
peril,3,3,4.806750
comatose,3,1,5.905362
empowering,3,3,4.806750
abandonment,3,3,4.806750
bodh,3,3,4.806750
gaya,3,3,4.806750
linguistically,3,3,4.806750
vasabhakhattiyā,3,1,5.905362
nāgamuṇḍā,3,1,5.905362
gardens,3,2,5.212215
menstruation,3,2,5.212215
witnesses,3,2,5.212215
marketplace,3,3,4.806750
cuts,3,3,4.806750
linderman,3,1,5.905362
authorized,3,3,4.806750
collaborating,3,3,4.806750
teams,3,1,5.905362
disciplines,3,2,5.212215
saunders,3,2,5.212215
consultation,3,2,5.212215
nausea,3,2,5.212215
average,3,2,5.212215
triangles,3,1,5.905362
prevails,3,2,5.212215
collectively,3,3,4.806750
paramitas,3,1,5.905362
fishbowl,3,1,5.905362
quivering,3,2,5.212215
mystical,3,3,4.806750
hafiz,3,2,5.212215
bitter,3,3,4.806750
fluff,3,1,5.905362
quit,3,1,5.905362
positivity,3,3,4.806750
notifications,3,1,5.905362
obsessions,3,3,4.806750
club,3,1,5.905362
jerking,3,3,4.806750
zendo,3,2,5.212215
costumes,3,2,5.212215
mahāyāna,3,2,5.212215
unattended,3,3,4.806750
gratifying,3,3,4.806750
majjhattatā,3,1,5.905362
oscillates,3,3,4.806750
slippery,3,3,4.806750
haiku,3,2,5.212215
odor,3,2,5.212215
embroiled,3,1,5.905362
undergirding,3,1,5.905362
assembled,3,1,5.905362
drastic,3,1,5.905362
restrains,3,1,5.905362
applaud,3,1,5.905362
flees,3,1,5.905362
brews,3,1,5.905362
escalates,3,1,5.905362
clapped,3,1,5.905362
escalating,3,1,5.905362
irrationally,3,1,5.905362
wits,3,1,5.905362
stubbornness,3,1,5.905362
masking,3,1,5.905362
nike,3,1,5.905362
purgatory,3,1,5.905362
paintbrush,3,1,5.905362
screwdriver,3,1,5.905362
talmud,3,1,5.905362
reagan,3,1,5.905362
gorbachev,3,1,5.905362
aliens,3,1,5.905362
tavatimsa,3,1,5.905362
vti,3,1,5.905362
pitti,3,1,5.905362
sorcerer,3,1,5.905362
sbur,3,1,5.905362
pyrames,3,1,5.905362
taed,3,1,5.905362
chang,3,1,5.905362
sakkapañha,3,1,5.905362
subhāsita,3,1,5.905362
unifies,3,3,4.806750
overcomes,3,3,4.806750
territoriality,3,2,5.212215
dostoevsky,3,1,5.905362
stimulation,3,3,4.806750
armstrong,3,2,5.212215
shades,3,3,4.806750
stimuli,3,2,5.212215
enacted,3,3,4.806750
fragility,3,3,4.806750
whoops,3,2,5.212215
moles,3,1,5.905362
plows,3,1,5.905362
isolate,3,3,4.806750
insisted,3,2,5.212215
partway,3,3,4.806750
dogwoods,3,1,5.905362
owner,3,3,4.806750
pissed,3,2,5.212215
espn,3,1,5.905362
scotty,3,1,5.905362
scheffler,3,1,5.905362
harnessed,3,3,4.806750
wonderfulness,3,3,4.806750
kahneman,3,1,5.905362
symphony,3,1,5.905362
swamps,3,1,5.905362
precipice,3,2,5.212215
yosemite,3,1,5.905362
equivalents,3,2,5.212215
affirming,3,3,4.806750
diffusive,3,1,5.905362
restart,3,3,4.806750
heartbreaking,3,3,4.806750
portal,3,3,4.806750
omniscience,3,2,5.212215
theoretically,3,2,5.212215
anu,3,2,5.212215
headlights,3,1,5.905362
cringe,3,2,5.212215
thawing,3,3,4.806750
iyengar,3,1,5.905362
l,3,3,4.806750
torments,3,2,5.212215
exile,3,2,5.212215
varied,3,3,4.806750
spontaneity,3,1,5.905362
cliche,3,1,5.905362
startling,3,3,4.806750
performative,3,1,5.905362
protagonist,3,3,4.806750
winnicott,3,2,5.212215
bedroom,3,2,5.212215
lined,3,3,4.806750
magnitude,3,2,5.212215
handsome,3,3,4.806750
twitchy,3,2,5.212215
revolutionary,3,3,4.806750
stereotypes,3,3,4.806750
sunset,3,1,5.905362
morillo,3,1,5.905362
cycling,3,3,4.806750
bare,3,3,4.806750
manifested,3,3,4.806750
surrounding,3,3,4.806750
recollects,3,2,5.212215
attacks,3,1,5.905362
mecca,3,1,5.905362
overactive,3,3,4.806750
chapel,3,2,5.212215
journalist,3,2,5.212215
cheating,3,3,4.806750
jesse,3,3,4.806750
samvega,3,1,5.905362
drenched,3,2,5.212215
temperamentally,3,2,5.212215
unintelligible,3,2,5.212215
hypocrisy,3,3,4.806750
con,3,3,4.806750
incentives,3,1,5.905362
tania,3,1,5.905362
regenerative,3,1,5.905362
longs,3,3,4.806750
ruthlessness,3,3,4.806750
amoeba,3,2,5.212215
possessing,3,2,5.212215
curation,3,3,4.806750
briggs,3,1,5.905362
michael,3,2,5.212215
rodney,3,1,5.905362
desirable,3,3,4.806750
orin,3,1,5.905362
sofer,3,1,5.905362
futility,3,2,5.212215
releaser,3,1,5.905362
obtained,3,2,5.212215
muñja,3,1,5.905362
daughters,3,3,4.806750
tunes,3,2,5.212215
blissful,3,2,5.212215
trend,3,3,4.806750
baldy,3,1,5.905362
asana,3,3,4.806750
munindra,3,2,5.212215
accosted,3,1,5.905362
engrossed,3,2,5.212215
ingrate,3,1,5.905362
nalaka,3,1,5.905362
colin,3,1,5.905362
bakery,3,2,5.212215
sweat,3,2,5.212215
amounts,3,3,4.806750
dismantling,3,2,5.212215
cheat,3,3,4.806750
mashed,3,2,5.212215
mbsr,3,2,5.212215
receptors,3,2,5.212215
dipped,3,2,5.212215
wholeheartedness,3,3,4.806750
constituent,3,1,5.905362
stating,3,2,5.212215
deadly,3,2,5.212215
migraine,3,1,5.905362
kittisaro,3,1,5.905362
thanissara,3,1,5.905362
insidious,3,1,5.905362
matara,3,1,5.905362
eastward,3,1,5.905362
lankan,3,1,5.905362
drummers,3,1,5.905362
mercantile,3,1,5.905362
trader,3,1,5.905362
incursion,3,1,5.905362
aniconic,3,1,5.905362
grandest,3,1,5.905362
borobudur,3,1,5.905362
indonesia,3,1,5.905362
guardian,3,3,4.806750
reigning,3,1,5.905362
iniquity,3,1,5.905362
penny,3,1,5.905362
suspected,3,1,5.905362
suspicions,3,1,5.905362
ordeal,3,1,5.905362
aseveration,3,1,5.905362
contrasts,3,3,4.806750
buttes,3,1,5.905362
mama,3,3,4.806750
compelled,3,2,5.212215
waitress,3,1,5.905362
signature,3,2,5.212215
tu,3,1,5.905362
buzzkill,3,2,5.212215
unneeded,3,1,5.905362
heights,3,1,5.905362
lunchtime,3,1,5.905362
clears,3,2,5.212215
fancy,3,2,5.212215
peasant,3,1,5.905362
cottage,3,1,5.905362
goblets,3,1,5.905362
esp,3,1,5.905362
loom,3,1,5.905362
ambience,3,1,5.905362
morphing,3,1,5.905362
rotten,3,2,5.212215
resort,3,1,5.905362
dunning,3,1,5.905362
kruger,3,1,5.905362
shasta,3,1,5.905362
theravadin,3,1,5.905362
blindly,3,3,4.806750
ford,3,1,5.905362
bulls,3,1,5.905362
calf,3,1,5.905362
dassana,3,1,5.905362
enact,3,3,4.806750
nama,3,1,5.905362
rupa,3,1,5.905362
smoked,3,1,5.905362
intolerant,3,2,5.212215
chemistry,3,2,5.212215
hive,3,1,5.905362
waterskiing,3,1,5.905362
lisa,3,2,5.212215
thesis,3,2,5.212215
conjecture,3,2,5.212215
unwell,3,1,5.905362
rahula,3,2,5.212215
verify,3,1,5.905362
fairness,3,2,5.212215
bereavement,3,2,5.212215
flyer,3,1,5.905362
enlivened,3,2,5.212215
legible,3,2,5.212215
vasetthi,3,1,5.905362
plurality,3,2,5.212215
pamojja,3,1,5.905362
tusita,3,1,5.905362
suffusion,3,2,5.212215
pāmojja,3,1,5.905362
impartially,3,3,4.806750
grasshopper,3,1,5.905362
fellowship,3,2,5.212215
materialism,3,1,5.905362
hummingbird,3,1,5.905362
flew,3,2,5.212215
alison,3,1,5.905362
tabletop,3,1,5.905362
pans,3,1,5.905362
artifice,3,1,5.905362
borison,3,1,5.905362
unsui,3,1,5.905362
mortifies,3,1,5.905362
forty,3,2,5.212215
maṅgala,3,1,5.905362
occupation,3,1,5.905362
violate,3,2,5.212215
stations,3,2,5.212215
annanda,3,1,5.905362
psychedelic,3,2,5.212215
phds,3,1,5.905362
admins,3,1,5.905362
latino,3,1,5.905362
restaurants,3,2,5.212215
3x,3,1,5.905362
saraniya,3,1,5.905362
ontario,3,1,5.905362
clickity,3,1,5.905362
valorization,3,1,5.905362
rap,3,1,5.905362
leanings,3,1,5.905362
temperaments,3,1,5.905362
eliminated,3,1,5.905362
rhizomes,3,1,5.905362
fungi,3,1,5.905362
brownie,3,1,5.905362
grande,3,1,5.905362
burritos,3,1,5.905362
financially,3,1,5.905362
ecologically,3,1,5.905362
electric,3,1,5.905362
obtain,3,1,5.905362
parties,3,1,5.905362
cupcake,3,1,5.905362
gregarious,3,1,5.905362
fantastical,3,1,5.905362
pejorative,3,1,5.905362
unloved,3,1,5.905362
gingerbread,3,1,5.905362
hurdle,3,1,5.905362
sustains,3,3,4.806750
nivapa,3,1,5.905362
encapsulations,3,1,5.905362
factory,3,1,5.905362
dennett,3,1,5.905362
disruptiveness,3,1,5.905362
motorcycle,3,1,5.905362
mediated,3,2,5.212215
snowflakes,3,1,5.905362
tejaniya,3,1,5.905362
aunt,3,2,5.212215
fatiguing,3,1,5.905362
captivity,3,1,5.905362
surfers,3,1,5.905362
jillian,3,1,5.905362
introspection,3,1,5.905362
buddhisms,2,2,5.212215
modernity,2,1,5.905362
cultured,2,1,5.905362
confucianist,2,1,5.905362
randomness,2,1,5.905362
accretions,2,1,5.905362
gospels,2,1,5.905362
abrahamic,2,2,5.212215
āgamas,2,1,5.905362
aristotle,2,2,5.212215
protestant,2,2,5.212215
affair,2,2,5.212215
religiosity,2,2,5.212215
fashion,2,2,5.212215
wither,2,2,5.212215
graduation,2,2,5.212215
steve,2,2,5.212215
fourfold,2,1,5.905362
concentric,2,2,5.212215
meticulously,2,2,5.212215
gaps,2,2,5.212215
reductive,2,2,5.212215
statistics,2,1,5.905362
scientifically,2,2,5.212215
theorist,2,2,5.212215
reorienting,2,2,5.212215
immersions,2,2,5.212215
sparkles,2,1,5.905362
hourglass,2,1,5.905362
cascading,2,2,5.212215
crashing,2,2,5.212215
zest,2,2,5.212215
busier,2,2,5.212215
clingings,2,1,5.905362
daytime,2,2,5.212215
kayak,2,2,5.212215
prejudice,2,2,5.212215
kayaking,2,1,5.905362
mahasatipatthana,2,1,5.905362
kassapas,2,1,5.905362
rated,2,2,5.212215
simsapa,2,1,5.905362
frivolous,2,1,5.905362
woe,2,2,5.212215
evildoer,2,1,5.905362
gentlemen,2,2,5.212215
revolting,2,1,5.905362
lilies,2,1,5.905362
rainfall,2,2,5.212215
gobbled,2,1,5.905362
unwisely,2,2,5.212215
swineherd,2,1,5.905362
oozing,2,1,5.905362
carrier,2,2,5.212215
inhabitants,2,2,5.212215
district,2,2,5.212215
flax,2,1,5.905362
copper,2,1,5.905362
witted,2,2,5.212215
stumps,2,1,5.905362
rotting,2,2,5.212215
slain,2,2,5.212215
gruel,2,2,5.212215
unappealing,2,2,5.212215
unkindness,2,2,5.212215
tossed,2,2,5.212215
carelessly,2,1,5.905362
immortality,2,2,5.212215
kaccāna,2,1,5.905362
countenance,2,1,5.905362
products,2,2,5.212215
pertinent,2,2,5.212215
coincidence,2,2,5.212215
credence,2,2,5.212215
phlegm,2,2,5.212215
bile,2,2,5.212215
thieves,2,2,5.212215
tsunami,2,2,5.212215
iraq,2,1,5.905362
princely,2,1,5.905362
queenly,2,1,5.905362
kingly,2,1,5.905362
outstanding,2,2,5.212215
overboard,2,2,5.212215
andy,2,1,5.905362
khantipalo,2,1,5.905362
expelled,2,1,5.905362
november,2,2,5.212215
cheers,2,2,5.212215
cheerful,2,1,5.905362
giver,2,1,5.905362
dragging,2,2,5.212215
heels,2,2,5.212215
thunderstorm,2,1,5.905362
injected,2,2,5.212215
undone,2,2,5.212215
wrapping,2,2,5.212215
metabolism,2,2,5.212215
squeaky,2,2,5.212215
wrongs,2,2,5.212215
overflow,2,1,5.905362
cite,2,2,5.212215
laundry,2,2,5.212215
slid,2,2,5.212215
eased,2,2,5.212215
immensely,2,2,5.212215
champagne,2,2,5.212215
stickers,2,2,5.212215
emote,2,2,5.212215
paternal,2,2,5.212215
whistle,2,2,5.212215
castigating,2,2,5.212215
elaborating,2,2,5.212215
invoked,2,2,5.212215
clarifying,2,2,5.212215
wrestling,2,2,5.212215
nominally,2,2,5.212215
undergo,2,2,5.212215
dhap,2,2,5.212215
softest,2,2,5.212215
wanes,2,1,5.905362
tailbone,2,2,5.212215
embraces,2,2,5.212215
brass,2,2,5.212215
bee,2,2,5.212215
bellow,2,2,5.212215
arranges,2,2,5.212215
winded,2,2,5.212215
fetched,2,2,5.212215
districts,2,2,5.212215
connectivity,2,2,5.212215
residue,2,2,5.212215
weekends,2,2,5.212215
inserting,2,2,5.212215
inject,2,2,5.212215
peed,2,2,5.212215
humiliation,2,2,5.212215
cavity,2,1,5.905362
lung,2,2,5.212215
burner,2,2,5.212215
constricting,2,1,5.905362
marker,2,1,5.905362
interior,2,2,5.212215
illogical,2,1,5.905362
percolate,2,2,5.212215
glimmers,2,2,5.212215
